1,1camellia,0
2,2camellia,0
3,3camellia,0
4,4camellia,0
5,5camellia,0
6,6camellia,0
7,7camellia,0
8,8camellia,0
9,9camellia,0
10,10camellia,0
11,11camellia,0
12,12camellia,0
13,13camellia,0
14,14camellia,0
15,15camellia,0
16,16camellia,0
17,17camellia,0
18,18camellia,0
19,19camellia,0
20,20camellia,0
21,21camellia,0
22,22camellia,0
23,23camellia,0
24,24camellia,0
25,25camellia,0
26,26camellia,0
27,27camellia,0
28,28camellia,0
29,29camellia,0
30,30camellia,0
31,31camellia,0
32,32camellia,0
33,33camellia,0
34,34camellia,0
35,35camellia,0
36,36camellia,0
37,37camellia,0
38,38camellia,0
39,39camellia,0
40,40camellia,0
41,41camellia,0
42,42camellia,0
43,43camellia,0
44,44camellia,0
45,45camellia,0
46,46camellia,0
47,47camellia,0
48,48camellia,0
49,49camellia,0
50,50camellia,0
51,51camellia,0
52,52camellia,0
53,53camellia,0
54,54camellia,0
55,55camellia,0
56,56camellia,0
57,57camellia,0
58,58camellia,0
59,59camellia,0
60,60camellia,0
61,61camellia,0
62,62camellia,0
63,63camellia,0
64,64camellia,0
65,65camellia,0
66,66camellia,0
67,67camellia,0
68,68camellia,0
69,69camellia,0
70,70camellia,0
71,71camellia,0
72,72camellia,0
73,73camellia,0
74,74camellia,0
75,75camellia,0
76,76camellia,0
77,77camellia,0
78,78camellia,0
79,79camellia,0
80,80camellia,0
81,81camellia,0
82,82camellia,0
83,83camellia,0
84,84camellia,0
85,85camellia,0
86,86camellia,0
87,87camellia,0
88,88camellia,0
89,89camellia,0
90,90camellia,0
91,91camellia,0
92,92camellia,0
93,93camellia,0
94,94camellia,0
95,95camellia,0
96,96camellia,0
97,97camellia,0
98,98camellia,0
99,99camellia,0
100,100camellia,0
101,101camellia,0
102,102camellia,0
103,103camellia,0
104,104camellia,0
105,105camellia,0
106,106camellia,0
107,107camellia,0
108,108camellia,0
109,109camellia,0
110,110camellia,0
111,111camellia,0
112,112camellia,0
113,113camellia,0
114,114camellia,0
115,115camellia,0
116,116camellia,0
117,117camellia,0
118,118camellia,0
119,119camellia,0
120,120camellia,0
121,121camellia,0
122,122camellia,0
123,123camellia,0
124,124camellia,0
125,125camellia,0
126,126camellia,0
127,127camellia,0
128,128camellia,0
129,129camellia,0
130,130camellia,0
131,131camellia,0
132,132camellia,0
133,133camellia,0
134,134camellia,0
135,135camellia,0
136,136camellia,0
137,137camellia,0
138,138camellia,0
139,139camellia,0
140,140camellia,0
141,141camellia,0
142,142camellia,0
143,143camellia,0
144,144camellia,0
145,145camellia,0
146,146camellia,0
147,147camellia,0
148,148camellia,0
149,149camellia,0
150,150camellia,0
151,151camellia,0
152,152camellia,0
153,153camellia,0
154,154camellia,0
155,155camellia,0
156,156camellia,0
157,157camellia,0
158,158camellia,0
159,159camellia,0
160,160camellia,0
161,161camellia,0
162,162camellia,0
163,163camellia,0
164,164camellia,0
165,165camellia,0
166,166camellia,0
167,167camellia,0
168,168camellia,0
169,169camellia,0
170,170camellia,0
171,171camellia,0
172,172camellia,0
173,173camellia,0
174,174camellia,0
175,175camellia,0
176,176camellia,0
177,177camellia,0
178,178camellia,0
179,179camellia,0
180,180camellia,0
181,181camellia,0
182,182camellia,0
183,183camellia,0
184,184camellia,0
185,185camellia,0
186,186camellia,0
187,187camellia,0
188,188camellia,0
189,189camellia,0
190,190camellia,0
191,191camellia,0
192,192camellia,0
193,193camellia,0
194,194camellia,0
195,195camellia,0
196,196camellia,0
197,197camellia,0
198,198camellia,0
199,199camellia,0
200,200camellia,0
201,201camellia,0
202,202camellia,0
203,203camellia,0
204,204camellia,0
205,205camellia,0
206,206camellia,0
207,207camellia,0
208,208camellia,0
209,209camellia,0
210,210camellia,0
211,211camellia,0
212,212camellia,0
213,213camellia,0
214,214camellia,0
215,215camellia,0
216,216camellia,0
217,217camellia,0
218,218camellia,0
219,219camellia,0
220,220camellia,0
221,221camellia,0
222,222camellia,0
223,223camellia,0
224,224camellia,0
225,225camellia,0
226,226camellia,0
227,227camellia,0
228,228camellia,0
229,229camellia,0
230,230camellia,0
231,231camellia,0
232,232camellia,0
233,233camellia,0
234,234camellia,0
235,235camellia,0
236,236camellia,0
237,237camellia,0
238,238camellia,0
239,239camellia,0
240,240camellia,0
241,241camellia,0
242,242camellia,0
243,243camellia,0
244,244camellia,0
245,245camellia,0
246,246camellia,0
247,247camellia,0
248,248camellia,0
249,249camellia,0
250,250camellia,0
251,251camellia,0
252,252camellia,0
253,253camellia,0
254,254camellia,0
255,255camellia,0
256,256camellia,0
257,257camellia,0
258,258camellia,0
259,259camellia,0
260,260camellia,0
261,261camellia,0
262,262camellia,0
263,263camellia,0
264,264camellia,0
265,265camellia,0
266,266camellia,0
267,267camellia,0
268,268camellia,0
269,269camellia,0
270,270camellia,0
271,271camellia,0
272,272camellia,0
273,273camellia,0
274,274camellia,0
275,275camellia,0
276,276camellia,0
277,277camellia,0
278,278camellia,0
279,279camellia,0
280,280camellia,0
281,281camellia,0
282,282camellia,0
283,283camellia,0
284,284camellia,0
285,285camellia,0
286,286camellia,0
287,287camellia,0
288,288camellia,0
289,289camellia,0
290,290camellia,0
291,291camellia,0
292,292camellia,0
293,293camellia,0
294,294camellia,0
295,295camellia,0
296,296camellia,0
297,297camellia,0
298,298camellia,0
299,299camellia,0
300,300camellia,0
